name,locale
Design law,en
Design of accounting systems,en
Design programs (providing training),en
Design spreadsheets,en
Desserts preparation,en
Detailed planning (construction work),en
Detail sewing,en
Detail soldering,en
Detect bias and inaccuracy in electronic information,en
Developing countries affairs,en
Developmental issues (teaching),en
Developmental psychology,en
Development economics,en
Development of statistical methods,en
Development work,en
Devise strategy,en
Dewey Decimal Classification (DDC),en
Diabetes (teaching),en
Diabetes patients nursing,en
Diagnostic oncology/Tumor diagnosis,en
Diagnostic radiology (nursing),en
Dialysis (teaching),en
Dialysis assistance,en
Dialysis nursing,en
Diamond drilling,en
Diathermy,en
Dice (croupier),en
Didactics (teaching),en
Die casting,en
Diesel engine reconditioning,en
Diesel engines (repairing),en
Diesel locomotive (repairing),en
Diesel locomotive driving,en
Diesel power unit (maintenance),en
Diet and nutrition treatment,en
Dietary advice,en
Dietary guidance,en
Dietetic education,en
Dietetics,en
Diet food cooking,en
Difficulties in attention, motor control and perception (care),en
Difficulties in attention, motor control and perception (special teaching methods),en
Digging, filling and draining,en
Digital AMPS,en
Digital design,en
Digital design (artistic),en
Digital electronics,en
Digital graphics,en
Digital image work,en
Digitalisation of technical drawings,en
Digital map technology,en
Digital printing,en
Digital signal processors (DSP),en
Digital video camera technology,en
Digital Video Effects (DVE),en
Diorama construction (natural environment),en
Directing (film production),en
Directing (multimedia development programme),en
Directing (musical production),en
Directing (music hall production),en
Directing (opera production),en
Directing (radio production),en
Directing (theatre production),en
Directing (TV production),en
Directing (video production),en
Directing assistance,en
Direct marketing (design),en
Direct marketing (project planning),en
Direct marketing (wording),en
Disc jockey work,en
Disco music (instrumental performance),en
Disco music (vocal performance),en
Discontinuance analysis,en
Discussion workshop,en
Diseases of the ear, nose and throat,en
Dishwashing (laboratory),en
Dishwashing of delicate items,en
Display intercultural competence,en
Distributed object technology,en
Distribution of inheritance,en
Distribution plant (installation and maintenance),en
District heating design,en
Dive leading,en
Diver's log,en
Diving,en
Diving (construction),en
Diving (navy specialisation),en
Diving (providing training),en
Diving supervision,en
DL/I (database administration),en
DL/I (programming),en
DMS (database administration),en
DMS (programming),en
Dock work,en
Documentary photography,en
Documentary programmes production,en
Documentation (process industry),en
Dog breeding,en
Dog day care,en
Dog-handling,en
Dog massage,en
Dog psychology,en
Dog training,en
Dog trimming,en
Doll making,en
Domestic science (teaching),en
Door lock fitting,en
Double bass playing,en
Double lock sewing machine,en
DOXiS4 Workflow,en
Drafting of agreements and contracts,en
Drag show,en
Drama (teaching),en
Dramaturgy,en
Drama work (pre-school and after-school care for schoolchildren),en
Drama work analysis,en
Draught beverages (serving),en
Draw bench,en
Draw conclusions,en
Drawing (teaching),en
Drawing interpretation, levelling and pegging,en
Dream group leadership,en
Dreamweaver,en
Dredger work,en
Dressage (training/coaching),en
Dressing (theatre),en
Dressing of skins and hides,en
Dressmaking,en
Drilling (CNC),en
Drilling (conventional machine),en
Drill milling,en
Drinks,en
Drinks/cocktails,en
Driver's education,en
Driving,en
Drugs dispensing,en
Drums (repairing),en
Drums playing,en
Dry cleaning,en
Dual needle sewing machine,en
Dubbing,en
Dumper driving,en
DXC (telecommunications networks),en
Dynamic HTML,en
Dynamic Positioning,en
Dynamic Standard Setting System (DySSSy),en
Dyslexia (special teaching methods),en
EAGLE,en
Ear clinic/surgery,en
Easel painting,en
Eating disorders/anorexia/bulimia (psychotherapy),en
Eccentric pressing,en
Ecclesiastical law,en
Eco-friendly construction,en
Ecology,en
Eco-Management and Audit Scheme (EMAS),en
E-commerce (business development),en
E-commerce (legal implications),en
E-commerce (systems development),en
E-commerce (vulnerability analysis),en
Econometrics,en
Economic administration,en
Economic analysis,en
Economic auditing,en
Economic calculation,en
Economic control,en
Economic control (private business),en
Economic control (public administration),en
Economic counselling,en
Economic forecasting,en
Economic geography,en
Economic geography (teaching),en
Economic history,en
Economic history (teaching),en
Economic journalism,en
Economic performance analysis,en
Economics (teaching),en
Economic science,en
Economic sociology,en
Economic subjects (teaching),en
Economic terminology,en
Ecotoxicology,en
Edge pressing,en
Edge strip application machine,en
EDGE system,en
Edge trimming (glass and ceramic),en
Edging (wood),en
EditDV video editing software,en
Edit electronic content,en
Editing (film production),en
Editing (tv production),en
Editing (video production),en
Editorial adaptation of teaching aids,en
Editorial management (newspaper),en
Editorial management (radio),en
Editorial management (television),en
Education,en
Education administration,en
Education development work,en
Education planning,en
Education services,en
Egg collecting,en
EICAD,en
Eiffel (programming language),en
Electrical, telephone and electronic products,en
Electrical engineering,en
Electrical engineering,en
Electrical fields,en
Electrical installation,en
Electrical installations (operation and maintenance),en
Electrical installations (servicing),en
Electrical installation work,en
Electrical machine technology,en
Electrical safety regulations,en
Electrical systems (aircraft),en
Electric bass guitar (teaching),en
Electric bass guitar playing,en
Electric guitar (teaching),en
Electric guitar playing,en
Electric Image Animation System (EIAS),en
Electricity/automation (teaching),en
Electricity/electronics (teaching),en
Electricity/installation (teaching),en
Electric motor reconditioning,en
Electric motor technology,en
Electric organ playing,en
Electric power design,en
Electric power distribution net (maintenance),en
Electric power generation and distribution systems,en
Electric power system,en
Electric power technology,en
Electric power technology (sales),en
Electric welding,en
Electrogravimetry,en
Electrolytic processes,en
Electromagnetic compatibility (EMC),en
Electromechanical emphasis (engineering),en
Electronic commerce (providing training),en
Electronic component recycling,en
Electronic data interchange (EDI),en
Electronic Diesel Control systems (repairing),en
Electronic field production (EFP),en
Electronic ignition systems,en
Electronic injection systems,en
Electronics,en
Electronics (sales),en
Electronics design,en
Electronics development,en
Electronics fitting,en
Electronics production,en
Electron spin resonance spectroscopy (ESR),en
Electron welding,en
Electrophysics (teaching),en
Electro-steel furnace,en
Elementary particle physics,en
Elevator fitting,en
Elevator repairing,en
EliteCAD,en
ELOenterprise,en
ELOoffice,en
ELOprofessional,en
Emacs (text editor),en
E-mail (vulnerability analysis),en
Embalming,en
Embarcadero Delphi (development environment),en
Embroidery,en
Embroidery machine,en
Emergency care (nursing),en
Emergency service coordination,en
Emery cloth work,en
Employers' association issues,en
Employment agreement preparation,en
Employment contracts,en
Enamel firing,en
Enamelling,en
Encourage staff and colleagues,en
Encryption (data security),en
Encryption technology,en
Endocrinology,en
Endocrinology (teaching),en
Endodontics/root filling,en
Enea OSE,en
Energy/heating/water/sanitation (teaching),en
Energy/ship technology (teaching),en
Energy conservation,en
Energy issues,en
Energy issues (teaching),en
Energy massage,en
Energy technology,en
Energy technology (teaching),en
Energy use guidance,en
ENG (Electronic News Gathering),en
Engine (vessels),en
Engineering,en
Engineering (teaching),en
Engineering industry (sales),en
Engine fitting,en
Engine fuels,en
Engine lathe turning,en
Engine lock technology,en
English horn playing,en
English language teaching,en
Enhanced Interior Gateway Routing Protocol (EIGRP),en
Enrichment,en
Ensemble music (teaching),en
Entertainment journalism,en
Entertainment programmes,en
Entomology,en
Entrepreneurship (teaching),en
Environmental analysis,en
Environmental auditing,en
Environmental cleaning technology,en
Environmental control (teaching),en
Environmental design (artistic),en
Environmental economics,en
Environmental education,en
Environmental engineering,en
Environmental impact analysis,en
Environmental information,en
Environmental inspection,en
Environmental issues,en
Environmental issues (teaching),en
Environmental journalism,en
Environmental law,en
Environmental law (teaching),en
Environmental management (ISO 14000 series),en
Environmental protection,en
Environmental protection,en
Environmental protection (teaching),en
Environmental protection (water, air, noise, etc.),en
Environmental reporting,en
Environmental science,en
Environmental therapy,en
Environmetrics,en
Enzymatic analysis methods (biochemical/clinical analysis),en
Enzyme-linked immunosorbent assay (ELISA),en
Epidemiology,en
Epidemiology (teaching),en
Epizootiology (diseases transmittable to humans),en
Epoxy handling,en
Equality questions (personnel work),en
Equine massage,en
Equipment technology,en
Equity administration,en
Ergonomic products,en
Ergonomics (physiotherapy),en
Escalator repairing,en
Esperanto language teaching,en
Estate administrations,en
Estate caretaking (stand-by duty),en
Estate inventories,en
Estimation and follow-up work,en
Estonian language teaching,en
Etching,en
Ethernet (network administration),en
Ethernet (vulnerability analysis),en
Ethics,en
Ethics (teaching),en
Ethics management and development model,en
Ethnogeography,en
Ethnology,en
Ethnology (teaching),en
Ethology (science of animal behaviour),en
Euphonium playing,en
EU regulations,en
Europ classification,en
European archaeology,en
European law,en
European law (teaching),en
Evaluate quality of electronic information,en
Evaluate success,en
Evening dress,en
Eventing (training/coaching),en
Event marketing,en
Examine causes of problem,en
Examine evidence,en
Excavating machine,en
Excavation material (driving),en
Excavator,en
Excavator loader,en
Excel spreadsheet,en
Exercise responsibility,en
Exhaust emission control (diesel engines),en
Exhaust emission control (petrol engines),en
Exhibition d̩cor,en
Exhibition design,en
Exhibition production,en
Exhibition scenography,en
Experiment,en
Experimental theatre,en
Experiment design,en
Explain mathematical findings,en
Explain reasoning,en
Explore context of problem,en
Explore issues,en
